id,SASS_01_RAW,SASS_02_RAW,SASS_03_RAW,SASS_04_RAW,SASS_05_RAW,SASS_06_RAW,SASS_07_RAW,SASS_08_RAW,SASS_09_RAW,SASS_10_RAW,SASS_11_RAW,SASS_12_RAW,SASS_13_RAW,SASS_14_RAW,SASS_15_RAW,SASS_16_RAW,SASS_17_RAW,SASS_18_RAW,SASS_19_RAW,SASS_20_RAW,SASS_21_RAW,SASS_22_RAW,SASS_01_DIR,SASS_02_DIR,SASS_03_DIR,SASS_04_DIR,SASS_05_DIR,SASS_06_DIR,SASS_07_DIR,SASS_08_DIR,SASS_09_DIR,SASS_10_DIR,SASS_11_DIR,SASS_12_DIR,SASS_13_DIR,SASS_14_DIR,SASS_15_DIR,SASS_16_DIR,SASS_17_DIR,SASS_18_DIR,SASS_19_DIR,SASS_20_DIR,SASS_21_DIR,SASS_22_DIR,SASS_RAW_NA,SASS_DIR_NA,SASS_DIRt
2xkyenrbzh,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Moderadamente,A menudo,Nunca,Moderadamente,A menudo,Muchísimo,NA,3,NA,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,2,1,3,1,1,51
2ys72zmj4e,Si,Medianamente,NA,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Muy bueno,Algunas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,Nunca,Nunca,Moderadamente,A menudo,Moderadamente,NA,2,NA,2,2,0,3,3,2,3,3,3,3,2,2,2,3,3,3,2,1,2,1,1,46
2yz2onhcze,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Mucho,A veces,A menudo,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,3,2,3,2,2,3,2,2,0,2,3,2,1,2,2,2,1,1,44
30627573,No,NA,Mucho,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A menudo,A veces,Moderadamente,Nunca,Moderadamente,NA,NA,3,2,2,2,2,3,1,2,2,2,2,2,1,2,2,1,2,2,3,2,1,1,40
307hpm5xa5,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,1,1,51
307j2gmw04,No,NA,Medianamente,Nada de gozo,Mucho,Justa,Raramente,Insatisfactorio,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Mucho,A menudo,Siempre,Mucho,A veces,Muchísimo,NA,NA,2,0,3,1,1,0,2,2,2,3,2,2,0,2,3,1,0,3,2,3,1,1,34
3212721014,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Muchas personas?,Moderadamente?,Muy buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A menudo,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,1,2,3,2,2,1,1,43
32bxso8dzs,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,A veces,A veces,Mucho,Nunca,Moderadamente,NA,NA,2,2,3,2,2,2,2,2,3,3,2,2,1,2,3,2,2,3,3,2,1,1,45
32v4soy9sj,Si,Mucho,NA,Algo de gozo,Medianamente,Justa,Muy frecuente,Bueno,Algunas personas?,Pasivamente?,Buena,Algún valor,Muy a menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A menudo,Moderadamente,NA,3,NA,2,2,1,3,2,2,0,2,2,3,3,1,2,3,2,2,2,1,2,1,1,40
33tnugm0g9,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,1,1,43
35j26vl9w3,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,Nunca,Mucho,Nunca,Moderadamente,NA,3,NA,3,3,3,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,2,1,1,53
370azd2fr3,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,Nunca,No mucho,A menudo,Moderadamente,NA,3,NA,3,3,1,2,3,2,2,2,3,3,2,2,3,3,2,3,1,1,2,1,1,46
37vwcgwxjl,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Muy buena,Algún valor,Raramente,Raramente,Moderadamente,Moderadamente,Moderadamente,Nunca,Nunca,Mucho,Nunca,Muchísimo,NA,3,NA,3,3,2,2,2,2,2,3,2,1,1,2,2,2,3,3,3,3,3,1,1,47
38w2v9pbqb,Si,Medianamente,NA,Algo de gozo,Mucho,Justa,Muy frecuente,Bueno,Muchas personas?,Muy activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,Nunca,Mucho,A veces,Moderadamente,NA,2,NA,2,3,1,3,2,3,3,2,3,2,2,1,3,3,2,3,3,2,2,1,1,47
38yy9vh34o,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Mucho,Mucho,Nunca,Nunca,No mucho,A veces,Muchísimo,NA,3,NA,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,2,3,1,1,54
39k1lsmzo9,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,Nunca,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,2,3,3,2,2,2,3,2,2,1,3,3,3,3,2,2,3,1,1,50
3bqax9x6pp,No,NA,Poco,Poco de gozo,Medianamente,Justa,Raramente,Justo,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Levemente,Mucho,Mucho,Siempre,A menudo,Mucho,A veces,Moderadamente,NA,NA,1,1,2,1,1,1,1,2,2,2,2,3,1,3,3,0,1,3,2,2,1,1,34
3dwxo4ek8z,Si,Mucho,NA,Mucho gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Muy buena,Algún valor,Muy a menudo,Siempre,Levemente,Moderadamente,Mucho,Nunca,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,2,3,3,3,2,2,3,2,3,3,1,2,3,3,3,1,3,3,1,1,51
3eslm14chc,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Mucho,Moderadamente,Nunca,A veces,Mucho,Nunca,Moderadamente,NA,3,NA,3,3,2,3,3,3,2,2,2,2,3,0,3,2,3,2,3,3,2,1,1,49
3fq6nf6bwz,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Algún valor,Raramente,Raramente,Para nada,Moderadamente,Moderadamente,Nunca,A veces,Moderadamente,Nunca,Para nada,NA,2,NA,2,3,2,3,3,2,2,2,2,1,1,0,2,2,3,2,2,3,0,1,1,39
3g07zjcf8w,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Mucho,Mucho,Nunca,Nunca,Mucho,Nunca,Muchísimo,NA,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,60
3mmj9860tp,No,NA,Medianamente,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Algún valor,A menudo,Siempre,Para nada,Mucho,Mucho,Nunca,A veces,Mucho,A veces,Moderadamente,NA,NA,2,3,3,2,3,3,2,2,3,2,2,3,0,3,3,3,2,3,2,2,1,1,48
3oos01o77d,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,3,2,3,3,2,3,3,2,2,1,3,3,2,2,2,2,3,1,1,50
3q4xlbxfqm,Si,Mucho,NA,Algo de gozo,Poco,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Moderadamente,A veces,A veces,Mucho,Nunca,Muchísimo,NA,3,NA,2,1,2,3,3,2,2,3,3,2,2,0,2,2,2,2,3,3,3,1,1,45
3uuhjuhvx7,No,NA,Poco,Algo de gozo,Mucho,Justa,Frecuentemente,Justo,Pocas personas?,Activamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Mucho,Mucho,Siempre,A menudo,Mucho,A veces,Moderadamente,NA,NA,1,2,3,1,2,1,1,2,2,2,2,3,0,3,3,0,1,3,2,2,1,1,36
3va8adj854,Si,Poco,NA,Poco de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Mucho,Nunca,Moderadamente,NA,1,NA,1,3,2,3,3,3,2,3,3,3,3,1,2,3,2,3,3,3,2,1,1,49
3wctuj3c5l,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Muchas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,1,1,49
3zdt3bh6qx,Si,Medianamente,NA,Poco de gozo,Mucho,Justa,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,2,NA,1,3,1,2,3,2,2,3,3,3,3,1,3,2,2,3,2,2,2,1,1,45
42rtgjv3d5,Si,Mucho,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,2,2,2,2,2,2,2,2,3,1,2,2,3,3,2,2,2,2,2,1,1,43
440dgr2s32,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Pasivamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Mucho,A veces,Nunca,Mucho,A veces,Moderadamente,NA,3,NA,2,3,3,3,3,2,0,3,3,2,2,1,1,3,2,3,3,2,2,1,1,46
46lzkwh057,No,NA,Poco,Nada de gozo,Poco,Insatisfactoria,Raramente,Justo,Nadie?,Pasivamente?,Justa,Algún valor,Raramente,Siempre,Para nada,Mucho,Mucho,A veces,A menudo,Mucho,A veces,No mucho,NA,NA,1,0,1,0,1,1,0,0,1,2,1,3,0,3,3,2,1,3,2,1,1,1,26
48d0zwqrrz,Si,Mucho,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Pasivamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,Nunca,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,2,3,2,3,3,2,0,3,3,3,2,1,3,3,3,3,1,3,3,1,1,49
49t8wtq8vq,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Mucho,A veces,Muchísimo,NA,3,NA,3,3,3,3,3,2,2,3,3,2,3,1,2,2,2,3,3,2,3,1,1,51
4bbc9tyubj,Si,Mucho,NA,Mucho gozo,Medianamente,Insatisfactoria,Frecuentemente,Justo,Pocas personas?,Moderadamente?,Muy buena,Gran valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,0,2,1,1,2,3,3,1,2,0,3,3,2,3,2,2,2,1,1,40
4co0gk5xv1,No,NA,Mucho,Mucho gozo,Medianamente,Muy buena,Frecuentemente,Bueno,Pocas personas?,Activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Moderadamente,A veces,A menudo,Para nada,Nunca,Muchísimo,NA,NA,3,3,2,3,2,2,1,2,2,2,2,2,1,1,2,2,1,0,3,3,1,1,39
4erkm6ghx5,Si,Mucho,NA,Mucho gozo,Medianamente,Justa,Frecuentemente,Justo,Pocas personas?,Moderadamente?,Justa,Algún valor,Raramente,La mayor parte del tiempo,Levemente,No mucho,Levemente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,34
4ffwfstz9n,Si,Medianamente,NA,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Moderadamente,Levemente,A menudo,Nunca,Moderadamente,A veces,Moderadamente,NA,2,NA,2,2,0,3,3,2,2,2,2,2,3,0,2,1,1,3,2,2,2,1,1,38
4o8k81tjnm,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,1,1,50
4qqpa1z4ok,No,NA,Medianamente,Poco de gozo,Mucho,Buena,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Raramente,Moderadamente,Mucho,Mucho,A menudo,Nunca,Para nada,Nunca,Muchísimo,NA,NA,2,1,3,2,2,2,1,2,3,3,3,1,2,3,3,1,3,0,3,3,1,1,43
4tangf5m2x,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Para nada,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,3,3,2,2,3,3,3,3,0,3,3,2,3,2,2,2,1,1,50
4vc2mzdc4w,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,A veces,Mucho,A veces,Muchísimo,NA,2,NA,2,2,2,3,3,3,3,3,3,2,3,1,2,3,2,2,3,2,3,1,1,49
4y80ydll2f,Si,Mucho,NA,Mucho gozo,Poco,Insatisfactoria,Frecuentemente,Bueno,Pocas personas?,Pasivamente?,Buena,Algún valor,Raramente,Raramente,Moderadamente,Mucho,Mucho,Nunca,A veces,No mucho,A veces,Moderadamente,NA,3,NA,3,1,0,2,2,1,0,2,2,1,1,2,3,3,3,2,1,2,2,1,1,36
4ygdug14fo,Si,Medianamente,NA,Algo de gozo,Medianamente,Justa,Muy frecuente,Insatisfactorio,Pocas personas?,Activamente?,Justa,Gran valor,Raramente,La mayor parte del tiempo,Para nada,Moderadamente,Moderadamente,Nunca,A menudo,Moderadamente,Siempre,Para nada,NA,2,NA,2,2,1,3,0,1,2,1,3,1,2,0,2,2,3,1,2,0,0,1,1,30
51hljkccpr,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Algún valor,Muy a menudo,Siempre,Completamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,1,1,57
52sdo4ywuc,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Moderadamente,Nunca,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,3,2,2,2,1,1,51
52xf1jf34a,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Moderadamente,A menudo,Nunca,Moderadamente,A veces,Moderadamente,NA,2,NA,2,2,2,3,3,2,2,2,3,2,3,2,3,2,1,3,2,2,2,1,1,45
55chz3kw8e,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,1,3,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,1,1,48
566zwesa4u,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Frecuentemente,Justo,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Mucho,A veces,Muchísimo,NA,3,NA,3,3,3,2,1,3,3,3,3,3,3,2,3,3,2,2,3,2,3,1,1,53
57sfa6s28l,Si,Medianamente,NA,Algo de gozo,Medianamente,Justa,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A menudo,A menudo,Moderadamente,A veces,Moderadamente,NA,2,NA,2,2,1,3,3,3,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,39
58g65e3v8f,No,NA,Mucho,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,NA,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,1,1,56
59623043,No,NA,Mucho,Algo de gozo,Medianamente,Buena,Raramente,Muy bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,Raramente,Siempre,Para nada,Moderadamente,Moderadamente,A menudo,A veces,No mucho,A veces,Moderadamente,NA,NA,3,2,2,2,1,3,1,2,2,2,1,3,0,2,2,1,2,1,2,2,1,1,36
59u2aq01p4,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,3,3,2,2,2,3,3,3,2,1,3,3,2,2,2,2,3,1,1,50
5dq4cq8cb9,Si,Mucho,NA,Mucho gozo,Mucho,Insatisfactoria,Muy frecuente,Insatisfactorio,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Mucho,A menudo,Nunca,Mucho,A veces,Muchísimo,NA,3,NA,3,3,0,3,0,3,3,3,3,3,3,1,3,3,1,3,3,2,3,1,1,49
5gxf48qa2o,Si,Mucho,NA,Algo de gozo,Poco,Justa,Raramente,Bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Moderadamente,A menudo,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,2,1,1,1,2,1,2,2,2,1,2,0,3,2,1,3,2,2,3,1,1,36
5lhjf3f5pf,No,NA,Poco,Poco de gozo,Medianamente,Justa,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Justa,Algún valor,A menudo,Raramente,Para nada,Moderadamente,Mucho,Nunca,A veces,Moderadamente,A veces,Muchísimo,NA,NA,1,1,2,1,3,3,2,2,1,2,2,1,0,2,3,3,2,2,2,3,1,1,38
5mdboqub11,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Justo,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,2,1,3,3,3,3,2,3,1,3,3,2,2,2,2,2,1,1,48
5mmjpwp6p4,Si,Mucho,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,3,NA,2,3,2,3,3,3,2,3,3,2,3,1,3,3,2,2,2,2,3,1,1,50
5pxewmyh54,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Justa,Gran valor,A menudo,Raramente,Levemente,Mucho,Moderadamente,A veces,A menudo,No mucho,Nunca,Moderadamente,NA,2,NA,2,3,2,2,2,2,2,1,3,2,1,1,3,2,2,1,1,3,2,1,1,39
5qu3gam1mn,Si,Mucho,NA,Algo de gozo,Mucho,Justa,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,2,3,1,3,3,2,2,2,3,2,3,1,2,3,2,3,2,3,3,1,1,48
5rxe1wy6bk,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Muy activamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Moderadamente,Mucho,A veces,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,2,2,2,2,3,2,3,2,3,0,2,3,2,2,3,2,2,1,1,44
5s4c08b3ze,Si,Medianamente,NA,Algo de gozo,Medianamente,Insatisfactoria,Frecuentemente,Justo,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Mucho,Mucho,A veces,A menudo,No mucho,Siempre,No mucho,NA,2,NA,2,2,0,2,1,1,2,2,3,2,3,0,3,3,2,1,1,0,1,1,1,33
5s9fd2uwmb,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Completamente,Mucho,Mucho,A veces,Nunca,Para nada,A veces,Muchísimo,NA,3,NA,2,3,3,2,3,2,2,2,3,2,2,3,3,3,2,3,0,2,3,1,1,48
5sul0uzgnz,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Raramente,Insatisfactorio,Muchas personas?,Activamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Completamente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,2,1,0,3,2,2,3,3,2,3,3,3,2,2,2,3,2,1,1,47
5te70nks2d,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Muchísimo,NA,NA,2,2,3,2,2,3,2,2,2,3,2,2,1,3,3,2,2,2,3,3,1,1,46
5waf6pr99j,Si,Medianamente,NA,Poco de gozo,Mucho,Justa,Frecuentemente,Muy bueno,Algunas personas?,Pasivamente?,Buena,Algún valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,A veces,No mucho,NA,2,NA,1,3,1,2,3,2,0,2,2,2,3,1,2,3,2,3,2,2,1,1,1,39
5ysz1t80sp,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,Siempre,A menudo,Mucho,A veces,Moderadamente,NA,NA,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,0,1,3,2,2,1,1,38
5zqneztnb5,Si,Mucho,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A menudo,Muchísimo,NA,3,NA,2,2,2,2,3,2,2,2,3,3,3,2,3,3,2,3,2,1,3,1,1,48
649wwbc46k,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Raramente,Bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Levemente,Mucho,Moderadamente,A veces,Nunca,Para nada,Nunca,Moderadamente,NA,2,NA,2,2,2,1,2,1,0,2,3,1,2,1,3,2,2,3,0,3,2,1,1,36
650415rgao,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,Nunca,Para nada,A veces,Muchísimo,NA,2,NA,2,3,2,3,2,2,2,3,3,2,2,2,3,3,3,3,0,2,3,1,1,47
65rmkpqenl,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,3,3,3,3,2,2,3,3,3,1,3,3,2,2,3,2,2,1,1,50
664pp6q41o,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Levemente,A veces,A veces,Mucho,A veces,Moderadamente,NA,2,NA,2,3,2,3,3,3,2,3,3,2,2,1,1,1,2,2,3,2,2,1,1,44
68041813,No,NA,Mucho,Mucho gozo,Poco,Muy buena,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Buena,Poco valor,A menudo,Raramente,Moderadamente,Moderadamente,Moderadamente,A menudo,A menudo,Mucho,A menudo,Moderadamente,NA,NA,3,3,1,3,2,2,2,0,2,1,2,1,2,2,2,1,1,3,1,2,1,1,36
