id,PSS_01_RAW,PSS_02_RAW,PSS_03_RAW,PSS_04_RAW,PSS_05_RAW,PSS_06_RAW,PSS_07_RAW,PSS_08_RAW,PSS_09_RAW,PSS_10_RAW,PSS_11_RAW,PSS_12_RAW,PSS_13_RAW,PSS_14_RAW,PSS_01_DIR,PSS_02_DIR,PSS_03_DIR,PSS_04_DIR,PSS_05_DIR,PSS_06_DIR,PSS_07_DIR,PSS_08_DIR,PSS_09_DIR,PSS_10_DIR,PSS_11_DIR,PSS_12_DIR,PSS_13_DIR,PSS_14_DIR,PSS_RAW_NA,PSS_DIR_NA,PSS_DIRt
973397482,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,1,1,2,1,1,1,1,2,1,2,1,2,2,2,0,0,20
973487560,De vez en cuando,Casi nunca,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,A menudo,Nunca,2,1,3,0,1,1,1,2,0,0,1,2,1,0,0,0,15
973658872,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,3,2,4,2,1,2,2,3,1,2,3,4,2,3,0,0,34
973877425,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,2,1,4,1,1,0,1,1,1,1,2,3,2,1,0,0,21
973887671,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,1,1,1,3,3,1,1,1,1,1,1,3,1,1,0,0,20
973968807,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,Casi nunca,A menudo,A menudo,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,1,1,2,2,0,2,0,1,1,1,1,4,2,1,0,0,19
974034193,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,3,4,4,1,3,3,2,4,2,4,3,4,2,3,0,0,42
974119745,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,Casi nunca,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,2,2,4,2,2,1,0,1,1,1,3,3,2,2,0,0,26
974503771,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,1,1,3,1,1,1,1,1,1,1,2,1,1,0,0,17
974532806,De vez en cuando,Casi nunca,Muy a menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,2,1,4,3,1,2,2,2,2,2,3,3,2,4,0,0,33
974567480,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Casi nunca,Nunca,Nunca,Muy a menudo,Nunca,Nunca,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,55
974831797,Casi nunca,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,1,1,1,1,2,1,1,1,1,1,1,3,1,1,0,0,17
974992656,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,A menudo,Nunca,De vez en cuando,Casi nunca,3,3,2,2,1,1,1,2,1,1,3,0,2,1,0,0,23
975144277,A menudo,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,3,2,3,1,1,2,2,2,2,2,3,3,2,3,0,0,31
975195329,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,4,3,4,2,1,2,3,4,2,4,4,4,2,3,0,0,42
975256769,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,De vez en cuando,2,2,2,2,1,2,2,2,2,2,3,4,1,2,0,0,29
975484098,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,2,2,2,1,1,1,0,2,1,2,2,3,2,1,0,0,22
975493625,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,2,3,2,1,1,2,1,2,1,3,2,4,2,1,0,0,27
975506696,Nunca,Nunca,De vez en cuando,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Nunca,A menudo,Casi nunca,Nunca,Muy a menudo,De vez en cuando,Nunca,0,0,2,0,3,1,2,0,1,3,0,4,2,0,0,0,18
975654226,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,4,3,3,2,1,2,3,2,2,2,3,2,2,2,0,0,33
976081379,De vez en cuando,De vez en cuando,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,2,2,3,1,0,0,0,2,1,1,2,4,1,2,0,0,21
976144260,A menudo,A menudo,Muy a menudo,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,Nunca,De vez en cuando,Muy a menudo,Nunca,A menudo,3,3,4,2,3,3,3,4,3,4,2,4,4,3,0,0,45
976171014,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,A menudo,Nunca,A menudo,2,2,4,3,1,1,2,3,2,1,1,3,4,3,0,0,32
976182883,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,2,2,2,1,1,1,1,2,1,2,2,4,2,1,0,0,24
976236863,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,De vez en cuando,2,1,4,1,1,1,1,2,1,2,2,4,3,2,0,0,27
976245978,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Casi nunca,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,24
976495225,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,2,2,3,0,1,1,1,2,1,2,2,3,2,1,0,0,23
976495720,Casi nunca,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,Nunca,Muy a menudo,1,3,4,2,2,2,2,4,1,3,3,3,4,4,0,0,38
976605973,Casi nunca,A menudo,Casi nunca,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,Casi nunca,De vez en cuando,A menudo,Nunca,1,3,1,1,1,1,1,2,1,3,1,2,1,0,0,0,19
976676417,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,1,1,1,2,2,1,2,1,2,3,1,1,2,1,0,0,21
976722475,De vez en cuando,Nunca,De vez en cuando,Casi nunca,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,2,0,2,3,1,0,0,3,1,1,2,3,1,1,0,0,20
976938530,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,A menudo,Nunca,Muy a menudo,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,Casi nunca,4,2,2,2,4,1,4,4,3,0,2,1,0,1,0,0,30
977025600,De vez en cuando,Muy a menudo,Muy a menudo,De vez en cuando,Nunca,Nunca,Casi nunca,Muy a menudo,De vez en cuando,Nunca,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,2,4,4,2,4,4,3,4,2,4,2,4,2,4,0,0,45
977087119,De vez en cuando,A menudo,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,2,3,1,2,2,2,2,0,1,2,3,4,2,2,0,0,28
977127298,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,2,1,4,1,1,2,1,2,1,2,3,2,3,2,0,0,27
977401283,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,2,2,3,2,1,2,2,2,1,2,3,2,2,2,0,0,28
977459453,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,A menudo,Muy a menudo,3,3,3,2,1,2,2,3,1,2,3,4,1,4,0,0,34
977646231,Casi nunca,Nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,0,2,1,1,0,1,2,1,3,2,4,1,1,0,0,20
977676965,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,Nunca,2,2,2,3,1,2,2,1,2,3,3,3,3,0,0,0,29
977696575,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,3,3,2,1,0,0,0,2,1,1,1,2,1,1,0,0,18
977958040,De vez en cuando,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Nunca,Muy a menudo,A menudo,Nunca,2,0,2,1,1,1,1,1,1,1,0,4,1,0,0,0,16
978009184,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Nunca,2,0,4,0,0,0,1,1,0,3,2,4,0,0,0,0,17
978090680,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,2,1,3,1,1,0,1,2,0,1,2,2,3,1,0,0,20
978408990,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,2,1,3,2,2,1,2,2,2,2,1,3,2,2,0,0,27
978649443,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,3,1,1,2,1,2,1,3,2,3,1,1,0,0,25
978716998,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,2,2,3,2,1,2,3,3,2,3,2,4,2,3,0,0,34
978770166,A menudo,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,3,1,2,0,0,0,0,1,0,1,3,2,1,2,0,0,16
978778707,Muy a menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,4,3,2,3,2,3,2,4,2,4,3,4,2,2,0,0,40
978796499,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,3,1,1,1,1,1,0,1,2,3,1,1,0,0,20
979555498,Nunca,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Nunca,De vez en cuando,Nunca,Casi nunca,Muy a menudo,Casi nunca,Casi nunca,0,4,3,2,2,2,3,0,2,4,1,4,3,1,0,0,31
979597551,Casi nunca,Nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,0,1,1,0,0,1,2,1,1,2,4,1,1,0,0,16
979657428,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,2,3,1,2,1,1,2,1,1,2,4,1,1,0,0,23
979661700,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,Nunca,1,2,2,1,2,1,2,4,1,2,4,2,2,0,0,0,26
979665723,Casi nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,1,4,3,2,1,1,1,1,1,2,1,3,1,1,0,0,23
979666528,Casi nunca,Nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,1,0,2,1,1,0,1,1,3,2,1,3,2,1,0,0,19
979772716,Casi nunca,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Nunca,Casi nunca,De vez en cuando,De vez en cuando,1,2,1,0,0,0,1,1,0,1,0,1,2,2,0,0,12
979875126,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,A menudo,2,2,2,0,1,1,2,3,1,2,2,4,1,3,0,0,26
981253621,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,1,2,2,2,2,1,1,2,1,1,2,3,1,1,0,0,22
981400158,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,A menudo,2,3,3,1,1,1,0,3,1,1,1,4,0,3,0,0,24
981766398,Nunca,Nunca,De vez en cuando,Muy a menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,0,0,2,0,1,1,0,2,1,1,1,4,1,1,0,0,15
981987221,Casi nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,1,2,3,2,1,1,2,2,2,2,2,4,2,1,0,0,27
982183335,Casi nunca,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,1,1,3,2,3,1,1,2,1,1,1,4,2,1,0,0,24
982270075,A menudo,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,3,1,3,0,0,0,1,1,0,1,2,2,0,1,0,0,15
982279036,De vez en cuando,Nunca,Nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,Muy a menudo,Nunca,A menudo,A menudo,Nunca,2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,7
982510850,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,Nunca,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,3,2,3,0,0,1,1,2,1,4,2,4,2,1,0,0,26
982642174,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,3,2,4,2,2,3,2,3,2,3,3,3,2,3,0,0,37
982808635,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,Nunca,1,2,4,1,0,0,1,2,1,3,2,4,3,0,0,0,24
982896804,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,2,2,1,1,1,1,0,1,0,0,1,2,0,2,0,0,14
982960702,A menudo,De vez en cuando,Muy a menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,3,2,4,1,1,1,1,2,1,1,2,2,2,2,0,0,25
982990259,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,De vez en cuando,3,2,4,1,2,1,2,4,2,2,1,3,3,2,0,0,32
983159870,Casi nunca,Nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,Nunca,De vez en cuando,A menudo,Casi nunca,1,0,1,1,0,0,0,2,1,1,0,2,1,1,0,0,11
983225150,A menudo,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,3,1,4,0,0,0,0,2,0,2,2,3,2,1,0,0,20
983295453,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,Casi nunca,A menudo,A menudo,Casi nunca,3,2,3,1,1,1,1,2,1,3,1,3,1,1,0,0,24
983399462,Muy a menudo,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,De vez en cuando,4,2,4,2,0,1,2,2,2,3,1,3,2,2,0,0,30
983510051,Casi nunca,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,1,1,1,0,0,0,2,1,0,0,1,4,1,1,0,0,13
98375947,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,2,3,4,2,1,2,2,3,2,3,2,4,2,3,0,0,35
984001541,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,Muy a menudo,A menudo,Casi nunca,3,2,2,1,1,2,1,1,2,2,1,4,1,1,0,0,24
984009266,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,3,2,2,2,3,2,2,3,2,2,2,2,2,1,0,0,30
98402425,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,Casi nunca,3,3,2,3,2,1,2,2,1,1,3,1,3,1,0,0,28
984054206,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,1,2,3,1,1,0,1,2,1,2,1,3,1,1,0,0,20
984128897,De vez en cuando,Nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Nunca,2,0,3,1,0,0,2,2,0,3,2,4,1,0,0,0,20
984137712,Nunca,Nunca,Nunca,A menudo,Muy a menudo,A menudo,A menudo,Nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Nunca,0,0,0,1,0,1,1,0,1,1,1,3,1,0,0,0,10
984186352,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,3,2,4,2,2,2,1,2,1,2,2,2,2,2,0,0,29
984245385,Casi nunca,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,A menudo,1,3,3,1,1,2,2,1,1,3,1,4,0,3,0,0,26
984347322,A menudo,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,De vez en cuando,3,2,3,1,1,0,1,2,1,3,1,4,3,2,0,0,27
984392357,De vez en cuando,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Nunca,Muy a menudo,Muy a menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,2,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,10
984399547,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,A menudo,A menudo,4,4,4,2,2,2,2,4,2,4,3,4,1,3,0,0,41
984446210,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,2,1,3,1,2,0,1,1,1,1,2,1,2,1,0,0,19
984697431,A menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,3,4,2,0,0,0,1,2,1,2,2,1,1,1,0,0,20
984773120,De vez en cuando,De vez en cuando,A menudo,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,2,2,3,3,3,3,2,3,2,2,3,2,2,3,0,0,35
984799147,De vez en cuando,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,2,3,2,1,0,0,0,3,1,1,3,3,2,3,0,0,24
984813596,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,Muy a menudo,Casi nunca,A menudo,Casi nunca,Nunca,A menudo,Casi nunca,Casi nunca,2,1,1,1,2,1,0,1,1,3,0,3,3,1,0,0,20
984819192,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,3,2,3,2,2,2,2,2,2,3,2,2,3,2,0,0,32
984839717,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,Nunca,1,1,1,3,1,0,0,1,0,1,1,4,0,0,0,0,14
984879731,Casi nunca,Casi nunca,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,1,1,2,1,0,0,1,1,1,1,1,3,1,1,0,0,15
985016647,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,2,2,3,1,1,2,2,1,1,3,2,2,2,2,0,0,26
985051874,De vez en cuando,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,Nunca,2,0,2,1,1,1,1,1,1,3,1,2,2,0,0,0,18
985274725,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,A menudo,Muy a menudo,3,4,4,2,2,3,2,4,2,3,4,2,1,4,0,0,40
985295688,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Casi nunca,Muy a menudo,Casi nunca,2,3,3,1,1,1,1,2,2,2,3,1,0,1,0,0,23
985481418,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,4,4,4,0,0,0,0,4,1,1,3,3,1,4,0,0,29
985487534,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,A menudo,A menudo,2,3,2,1,1,2,3,2,2,3,2,4,1,3,0,0,31
985721992,Casi nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,1,2,3,2,1,1,1,3,1,1,3,4,1,1,0,0,25
986216476,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,26
